,ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
663,665,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,4,5,4,4,5,4,5,3,1,1,1,0,1,0,22,8,4,4,2,1,10,1.0,4,0.94999999,0.91666669,0.71249998,0.75,0,0,0,1
664,666,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,1,4,1,5,4,4,1,2,1,1,0,0,0,0,30,10,4,5,2,4,10,1.0,2,0.5625,0.58749998,0.5625,0.25,0,1,0,0
665,667,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,2,1,5,4,3,4,3,2,3,4,5,2,1,0,0,0,1,0,21,7,4,1,1,4,7,3.0,1,0.61250001,0.73750001,0.61250001,0.25,1,0,0,0
666,668,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,4,4,5,5,4,4,5,1,1,1,0,0,0,0,24,10,4,7,3,1,10,4.0,1,0.89999998,0.89999998,0.76249999,0.25,1,0,0,0
667,669,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2",2,5,5,3,5,4,4,4,4,4,1,1,1,0,0,0,1,26,10,4,5,2,1,10,1.0,1,0.77499998,0.85833335,0.66250002,0.25,1,0,0,0
668,670,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"1, 4",2,5,5,3,5,3,5,4,5,5,3,1,1,0,0,0,0,63,11,4,4,4,1,13,1.0,1,0.77499998,0.79166669,0.8125,0.25,1,0,0,0
669,671,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,under 300 friends,2,1,3,5,3,5,3,4,5,5,1,2,1,1,0,0,0,1,27,10,4,5,2,4,10,1.0,2,0.71249998,0.63749999,0.5625,0.25,0,1,0,0
670,672,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,5,5,5,4,3,4,1,1,0,0,0,1,0,30,8,4,5,2,4,8,3.0,1,0.94999999,0.98333335,0.66250002,0.25,1,0,0,0
671,673,Between 1 Hour and 3 Hours,"1, 3, 4, 6",1,0,1,1,0,1,under 300 friends,"1, 2, 3",3,5,4,4,5,2,2,4,4,5,2,1,0,0,0,0,0,21,8,3,1,1,1,8,3.0,1,0.83749998,0.74583334,0.61250001,0.0,1,0,0,0
672,674,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,4,5,5,4,4,4,4,1,1,1,1,0,0,0,28,10,4,7,1,4,10,1.0,1,0.89999998,0.96666664,0.66250002,0.5,1,0,0,0
673,675,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,1,1,5,4,4,5,4,2,4,4,4,1,1,1,0,0,0,1,47,10,6,5,2,1,7,1.0,1,0.71249998,0.83749998,0.5625,0.25,1,0,0,0
674,676,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 3",3,4,4,1,5,1,4,4,4,4,"1, 3, 2",3,1,1,0,0,0,30,9,5,5,2,4,9,1.0,1,0.6875,0.5625,0.78750002,0.5,1,0,0,0
675,677,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,4,1,5,4,4,5,4,4,4,5,3,3,1,1,0,0,1,0,30,9,4,3,1,2,15,3.0,4,0.71249998,0.83749998,0.66250002,0.5,0,0,0,1
676,678,More than 3 Hours,"1, 2, 3, 4",1,1,1,1,0,0,between 3000-5000 friends,"1, 2, 4",3,5,5,4,5,4,5,5,5,5,2,1,1,0,0,0,1,28,10,4,4,2,3,10,1.0,1,0.88749999,0.89583331,0.8125,0.25,1,0,0,0
677,679,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,3,5,1,4,2,1,1,1,1,2,1,0,0,0,0,1,38,13,4,4,4,1,13,1.0,1,0.75,0.58333331,0.21250001,0.0,1,0,0,0
678,680,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,2,1,4,5,3,3,4,2,1,1,1,0,1,0,0,18,8,4,1,1,3,10,1.0,1,0.60000002,0.80000001,0.51249999,0.5,1,0,0,0
679,681,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,"1, 3",2,3,4,3,4,4,4,3,2,3,1,1,0,0,0,0,0,36,10,4,5,1,3,10,1.0,4,0.67500001,0.69166666,0.51249999,0.0,0,0,0,1
680,682,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,1,3,3,3,1,3,1,2,1,1,0,0,0,1,24,8,4,7,3,3,8,1.0,1,0.69999999,0.76666665,0.41249999,0.25,1,0,0,0
681,683,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,4,5,4,4,4,1,1,1,0,0,0,0,22,8,0,1,1,1,8,1.0,1,0.82499999,0.875,0.71249998,0.25,1,0,0,0
682,684,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"2, 3",2,2,4,1,1,5,1,1,1,1,2,1,1,0,0,0,0,30,8,5,5,2,4,8,3.0,1,0.42500001,0.60833335,0.21250001,0.25,1,0,0,0
683,685,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,5,5,4,5,4,5,5,3,1,1,1,1,1,0,44,10,4,4,3,1,10,3.0,1,1.0,0.93333334,0.8125,1.0,1,0,0,0
684,686,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,2,1,3,5,5,5,3,2,5,5,5,1,1,0,0,0,1,1,52,9,5,5,2,2,9,1.0,1,0.8125,0.67083335,0.66250002,0.25,1,0,0,0
685,687,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,2,1,3,5,1,5,1,1,1,4,1,2,1,1,0,0,0,1,50,9,6,5,2,1,13,1.0,1,0.61250001,0.47083333,0.36250001,0.25,1,0,0,0
686,688,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,4,3,4,5,5,2,1,1,0,0,0,0,28,10,4,4,3,3,10,1.0,1,1.0,0.93333334,0.71249998,0.25,1,0,0,0
687,689,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,4,3,3,5,5,3,3,3,2,1,0,0,0,1,1,23,13,4,1,1,1,10,1.0,1,0.6875,0.82916665,0.61250001,0.25,1,0,0,0
688,690,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,4,5,4,4,2,4,4,4,3,1,1,0,0,0,0,0,47,10,6,5,2,1,7,1.0,1,0.71249998,0.63749999,0.61250001,0.0,1,0,0,0
689,691,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,3,1,5,5,2,4,2,3,2,5,3,3,1,1,0,0,0,0,25,10,4,7,2,4,10,2.0,1,0.61250001,0.67083335,0.61250001,0.25,1,0,0,0
690,692,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"1, 2, 3, 4",4,5,5,4,5,4,5,5,4,5,1,1,1,1,0,0,0,22,11,4,1,1,3,11,3.0,1,0.94999999,0.91666669,0.76249999,0.5,1,0,0,0
691,693,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,3,2,3,3,4,2,3,2,1,1,1,0,0,0,1,28,10,4,4,2,1,10,1.0,1,0.64999998,0.75,0.51249999,0.25,1,0,0,0
692,694,Less than 1 Hour,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,4,5,5,5,4,4,3,4,3,1,1,1,0,0,1,0,42,8,6,5,2,3,8,1.0,1,0.8125,0.80416667,0.61250001,0.5,1,0,0,0
693,695,Less than 1 Hour,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3",2,4,5,2,4,4,2,2,4,4,"1, 3",2,1,1,0,0,0,24,10,4,1,1,1,10,1.0,1,0.67500001,0.75833333,0.625,0.5,1,0,0,0
694,696,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,1,2,4,2,4,4,4,2,1,0,0,0,1,0,35,10,1,2,1,1,10,1.0,1,0.60000002,0.73333335,0.5625,0.25,1,0,0,0
695,697,Between 1 Hour and 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,1,29,10,4,2,2,1,10,1.0,1,1.0,1.0,0.8125,0.5,1,0,0,0
696,698,More than 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,4,4,5,4,4,4,5,5,1,1,0,0,0,0,0,32,8,5,5,2,1,13,1.0,1,0.71249998,0.83749998,0.76249999,0.0,1,0,0,0
